Slice_Name,Animal_Name,Slice_Condition_Sex,AIS_length,AIS_dist,Day_Post_Surgery
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,30.930463474823,0.0,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,23.5495060021495,2.39766287656551,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,10.7688710165433,6.00282575313109,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,15.3907851002422,8.9475849506778,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,20.554121740865,17.5725849506778,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,21.9105150152037,12.8841023231308,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,14.0164588642994,3.7776628765655,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,18.8450725577337,10.0713739136216,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,13.5100263855071,3.53371103705615,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,21.5242553348451,0.0,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,15.0016316057161,2.08225919754676,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,6.32421902746962,3.93790367901876,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,12.6241996667527,5.85992207411225,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,23.4758700509199,3.53371103705618,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,19.7047926078441,5.87218127165909,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,12.5325168896413,4.23597023460295,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,21.8743332607328,14.4921033457714,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,11.4824777422047,2.15371103705614,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,20.5786401359585,3.67661471607488,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,12.7204857326182,9.92339230871521,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,14.7360551852808,1.86790367901872,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,9.81377656999977,8.57298862969653,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,14.0888223732411,0.0,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,13.6000070247901,3.81951839509357,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,16.2359479768077,1.52290367901871,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,13.3019404692059,11.0002478272432,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,14.3551892620726,4.86677759264037,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,14.9324777422047,0.0,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,12.1422855830538,11.5004107038088,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,10.7232100144155,13.0702478272433,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,9.00388377847283,1.90975919754676,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,14.3271004486931,0.0,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,7.19897822501644,9.41815150626202,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,15.5878034953358,1.90975919754678,27.0
SHAM rat MZ_2024_15 Contra 1,MZ_2024_15,SHAM_Male,8.13201839509356,4.43806655558422,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,27.1692260522597,2.22516287656551,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.289668878715,2.32621103705616,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,19.3164295817141,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,20.4618431255839,1.39225919754678,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,23.0896103705615,5.47306655558422,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,17.1280442977889,6.47847023460294,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.8880999658814,4.08080735803743,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.4653426427722,8.82919966675265,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,11.9763710165434,5.34242207411231,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.0659479768077,3.3193555185281,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,15.0155929410912,4.61056655558427,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,24.9221301002638,4.76572943214972,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,25.2717260522597,2.18330735803745,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,17.5322369397515,7.43694046920591,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,23.2477478272433,7.92992207411235,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,23.9546103135442,3.11725919754678,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,17.1815631756943,11.7494404692058,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.0932463217909,3.54597023460293,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,22.8919961372985,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,17.8823148656392,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,14.176103828583,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,23.5281972524863,1.24935551852807,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,22.409773559095,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.9238446310363,2.04040367901876,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.7469182114106,7.34097023460283,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,20.2611331111684,3.4449220741123,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.0206028059424,9.76822943214974,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,23.5028883889964,2.57016287656553,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,14.8840367901872,10.3030665555842,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.9416188437867,4.43806655558421,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.7852284095091,5.09847023460298,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.9648441482246,1.52290367901873,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,20.8125168896412,2.15371103705618,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.1182949650933,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,15.2176892620726,1.80871103705614,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,20.6668332607328,4.96782575313099,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,13.9755150152036,4.95556655558423,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.1305541626401,5.31790367901871,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.1262667051486,3.23056655558421,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,27.1683143828276,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.4661887792609,8.44234414822462,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.7238516558264,4.98516287656555,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,14.5859702346029,2.38540367901874,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,15.6209702346029,3.39080735803741,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,11.9162667051486,8.19839230871527,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.9304300645258,2.45685551852809,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,19.595651506262,7.64411471607485,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,14.9504107038088,10.0836331111684,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,26.9430933100765,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.3537374225632,2.97435551852811,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,20.5903034953357,24.6818625433181,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,23.3374484596195,4.59322943214976,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,15.2126113361848,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,17.5133923087152,4.33701839509359,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.57837005092,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,13.5632294321497,12.6364588642994,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,33.2695295475955,0.243951839509358,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,24.1510328704682,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,17.0341774089574,1.80871103705615,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,23.9051769261457,2.22516287656552,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,25.7349167059583,5.38427759264037,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.1874488286047,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,14.7237959877339,1.98121103705615,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.6885815707878,9.03129598773396,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,22.7807921250322,5.1995183950936,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,13.374899816317,5.62822943214974,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.692273247127,2.64161471607487,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,14.9324777422047,11.177825753131,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,11.167074063186,10.2561331111685,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.8223218904293,2.05266287656551,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,11.7147662223369,4.86677759264037,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,10.8573441482246,1.80871103705615,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,10.5837959877339,10.8696033457714,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.0013615206776,3.89097023460295,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.5376406187703,4.45032575313099,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.449447493996,1.07685551852802,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,17.3719961372983,2.49871103705615,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,9.38276755694563,6.31822943214978,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,22.4178591634281,9.4701628765655,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,14.8972076571661,4.71161471607486,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,19.1807071743545,4.13492207411231,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.3410036449001,4.47992207411228,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.1047076571663,6.90718127165908,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,24.3282141991446,4.06347023460289,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,12.57099662011,9.69169966675265,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,26.1118110029375,10.0366996667527,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,17.05599662011,1.3504036790187,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.2928426427723,3.36121103705611,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,28.3593889288252,3.04580735803744,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.8626699013556,3.51637391362162,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,26.2618959536154,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,17.22849662011,8.78016287656542,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.1161108533732,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,14.5829956544866,0.904355518528063,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,14.5376504836213,4.86677759264038,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,11.2268625433181,9.66718127165904,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,13.3107100144155,11.7739588642994,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,19.0658923087152,4.08080735803735,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,14.9794111866205,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.7562279266974,3.47451839509358,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.5217553348451,8.74548862969654,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.9662959877339,1.76685551852808,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.0748511730147,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.2171590138638,2.80185551852806,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,12.6241996667526,8.16879598773397,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,15.123822373241,3.9624220741123,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,20.8832921250323,2.49871103705615,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.0099847669949,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,20.4602548520334,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,23.2017260522597,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,19.874994631846,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,24.4119252362007,1.73725919754678,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,13.0176406187702,2.42725919754677,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,15.3857071743544,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,28.6652325942381,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.479899816317,5.00968127165908,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,15.9450626928826,5.74153679018718,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,22.6328105201258,12.0403257531309,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,32.8536735462557,8.98944046920592,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,17.0458407683346,6.81839230871527,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,17.4679663719013,9.35895886429948,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,20.6805999658814,15.2015438149773,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,27.2194545187861,1.00540367901871,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,22.5909550015978,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.4799554844095,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.5397439645416,1.73725919754679,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,24.646397828053,3.74806655558422,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,22.0907921250322,5.1995183950936,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,24.3975626928825,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,27.3806069906715,8.05548862969654,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,23.4298482759365,5.93137391362165,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,30.6153398027112,5.11072943214973,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,22.5673482759365,4.20637391362165,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,16.9265438149773,1.9516147160749,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,14.433822373241,3.54597023460293,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.2054956544866,3.33161471607486,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,25.4872732471269,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,20.2112250866364,1.73725919754677,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,12.708822373241,11.6137180618462,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,10.7389588642995,3.46225919754684,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,12.1730735803743,3.7899220741123,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.0871103705615,10.1132294321497,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.3589366065042,6.60403679018721,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,25.283510612673,7.90032575313088,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,15.2132071743545,7.09701839509359,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.1539464713553,6.28863311116844,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,19.9760427923367,3.86137391362166,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,19.5681585310521,4.9974220741123,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,26.856521557182,2.71306655558419,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.6703884460136,4.47992207411234,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,22.816973879503,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,10.7210259026953,4.4799220741123,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,9.76315150626208,9.70395886429946,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,13.2643724081693,5.48532575313104,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,17.3429956544866,14.2726699013556,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,23.831742941901,8.48419966675265,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,21.7876476435604,6.68056655558415,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,19.7400626928826,3.49185551852802,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,25.0188100373142,1.76685551852805,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,18.2091872738086,4.72387391362167,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,14.272074063186,3.39080735803746,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,24.7859257190123,3.01621103705615,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,15.2188809384117,2.57016287656555,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,12.9405150152036,0.0,27.0
SHAM rat MZ_2024_15 Contra 2,MZ_2024_15,SHAM_Male,23.5243110029375,3.90830735803745,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,25.9103912860746,11.6779886296965,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,13.4499220741122,5.11072943214975,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,21.0776113361849,3.30201839509359,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,10.5536038285831,4.35435551852807,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,13.8194404692058,3.21830735803742,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,14.2062959877339,3.54597023460294,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,19.595651506262,4.9974220741123,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,21.5711887792609,0.0,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,10.874681271659,4.19411471607489,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,10.4228454828333,8.01363311116849,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,12.599681271659,4.81266287656552,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,22.1060259026953,0.0,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,15.9725556680924,0.0,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,26.6568039781475,3.56330735803743,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,26.5289394465652,10.0836331111684,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,17.8829107038088,0.0,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,22.8262180618463,3.0458073580374,27.0
SHAM rat MZ_2024_15 Contra 3,MZ_2024_15,SHAM_Male,19.5654593471111,6.23451839509358,27.0
